Slime MoriMori Dragon Quest: Shougeki No Shippo Dan,GBA,2003,Adventure,Square Enix,0,0,0.36,0.01,0.37,,,,,,,null
Dungeon Siege III,X360,2011,Role Playing,Square Enix,0.21,0.12,0.01,0.03,0.37,72,55,5.9,102,Obsidian Entertainment,T,null
Hell's Kitchen: The Game,DS,2008,Simulation,Ubisoft,0.34,0,0,0.03,0.37,,,,,,,null
DiRT Rally,PS4,2016,Racing,Codemasters,0.04,0.27,0,0.05,0.37,85,46,8.1,196,Codemasters,E,null
NFL Street 2 Unleashed,PSP,2005,Sports,Electronic Arts,0.34,0,0,0.03,0.37,73,23,7.4,14,EA Tiburon,E,null
Super Robot Taisen EX,SNES,1994,Strategy,Banpresto,0,0,0.37,0,0.37,,,,,,,null
FIFA Street 2,PS2,2006,Sports,Electronic Arts,0.17,0.13,0.02,0.04,0.37,59,27,7.7,42,EA Canada,E,null
Virtua Tennis 2009,Wii,2009,Sports,Sega,0.12,0.21,0,0.04,0.37,73,33,7.7,21,Sumo Digital,E,null
Overlord: Dark Legend,Wii,2009,Action,Codemasters,0.11,0.22,0,0.04,0.37,68,30,7.9,15,Climax Group,T,null
Bottom of the 9th,N64,1999,Sports,Konami Digital Entertainment,0.37,0,0,0,0.37,,,,,,,null
The Legend of Spyro: The Eternal Night,DS,2007,Platform,Vivendi Games,0.32,0.02,0,0.03,0.37,56,4,2.7,6,Amaze Entertainment,E,null
Shin Megami Tensei II,SNES,1994,Role Playing,Atlus,0,0,0.37,0,0.37,,,,,,,null
Harry Potter and the Order of the Phoenix,PSP,2007,Action,Electronic Arts,0.1,0.17,0,0.1,0.37,52,11,7.6,20,EA Games,E10+,null
Wanted: Weapons of Fate,X360,2009,Shooter,Warner Bros. Interactive Entertainment,0.17,0.15,0,0.04,0.37,62,61,7.5,26,GRIN,M,null
Xenosaga Episode III: Also sprach Zarathustra,PS2,2006,Role Playing,Namco Bandai Games,0.09,0.07,0.18,0.02,0.37,81,34,9,59,Monolith Soft,T,null
Skylanders: Trap Team,XOne,2014,Action,Activision,0.26,0.07,0,0.04,0.37,,,,,,,null
Rune Factory: Frontier,Wii,2008,Role Playing,Rising Star Games,0.16,0.13,0.04,0.03,0.37,79,34,8.5,39,Neverland,E10+,null
Virtua Fighter 3tb,DC,1998,Fighting,Sega,0,0,0.37,0,0.37,,,,,,,null
Medieval II: Total War Gold Edition,PC,2008,Strategy,Sega,0,0.34,0,0.03,0.37,,,8,9,Sega,T,null
Mini Ninjas,Wii,2009,Action,Eidos Interactive,0.16,0.16,0,0.04,0.37,79,9,8.3,12,Io Interactive,E10+,null
Naruto Shippuden: Ninja Destiny 2,DS,2008,Fighting,Takara Tomy,0.19,0.02,0.13,0.02,0.37,55,12,5.7,11,Takara Tomy,T,null
Mini Yonku GB: Let's & Go!!,GB,1997,Strategy,ASCII Entertainment,0,0,0.37,0,0.37,,,,,,,null
Scribblenauts: Unlimited,WiiU,2012,Action,Warner Bros. Interactive Entertainment,0.25,0.09,0,0.03,0.37,73,42,7.4,109,5TH Cell,E10+,null
The House of the Dead: Overkill   Extended Cut,PS3,2011,Shooter,Sega,0.15,0.16,0,0.06,0.37,,,,,,,null
Marvel: Ultimate Alliance,PSP,2006,Role Playing,Activision,0.33,0,0,0.03,0.37,81,19,7.5,14,Vicarious Visions,T,null
The Sims 2: Castaway,PS2,2007,Simulation,Electronic Arts,0.3,0.01,0,0.05,0.37,71,17,8,15,EA Redwood Shores,T,null
NCAA Football 07,PSP,2006,Sports,Electronic Arts,0.34,0,0,0.03,0.37,75,16,7.9,11,EA Sports,E,null
Batman: Arkham City,WiiU,2012,Action,Warner Bros. Interactive Entertainment,0.16,0.18,0,0.03,0.36,,,,,,,null
NBA Live 2003,XB,1990,Sports,Electronic Arts,0.31,0.04,0,0.01,0.36,82,17,8.8,6,EA Canada,E,null
Fragile Dreams: Farewell Ruins of the Moon,Wii,2009,Role Playing,Rising Star Games,0.16,0.12,0.06,0.03,0.36,67,41,8.3,63,Tri Crescendo,T,null
GoldenEye: Rogue Agent,GC,2004,Shooter,Electronic Arts,0.28,0.07,0,0.01,0.36,60,35,6.7,14,EA LA,T,null
Need for Speed: The Run,PC,2011,Action,Electronic Arts,0.09,0.21,0,0.07,0.36,69,18,5.8,338,Black Box,T,null
Zero4 Champ RR,SNES,1994,Sports,Media Rings,0,0,0.36,0,0.36,,,,,,,null
Dragon Ball Z: Infinite World,PS2,2008,Fighting,Namco Bandai Games,0.08,0.06,0.21,0.02,0.36,48,17,7.9,37,Dimps Corporation,T,null
Elite Beat Agents,DS,2006,Misc,Nintendo,0.3,0.03,0,0.03,0.36,87,51,8.6,105,iNiS,E10+,null
Nonomura Byoin no Hitobito,SAT,1996,Adventure,Elf,0,0,0.36,0,0.36,,,,,,,null
ESPN X Games Skateboarding,PS2,2001,Sports,Konami Digital Entertainment,0.18,0.14,0,0.05,0.36,58,15,7.8,14,KCEO,E,null
Sid Meier's Civilization: Beyond Earth,PC,2014,Strategy,Take Two Interactive,0.11,0.22,0,0.03,0.36,81,78,5.5,1027,Firaxis Games,E10+,null
NHL 15,PS3,2014,Sports,Electronic Arts,0.21,0.09,0,0.06,0.36,,,1.6,45,EA Sports,E10+,null
Castlevania: Order of Ecclesia,DS,2008,Platform,Konami Digital Entertainment,0.27,0.02,0.04,0.03,0.36,85,46,8.7,111,Konami,T,null
Build A Bear Workshop: A Friend Fur All Seasons,Wii,2008,Simulation,Game Factory,0.33,0,0,0.03,0.36,,,0,,Neko Entertainment,E,null
Dreamworks Madagascar Kartz,DS,2009,Racing,Activision,0.25,0.08,0,0.03,0.36,,,0,,Virtuos,E,null
Left 4 Dead 2,PC,2009,Shooter,Valve Software,0,0.32,0,0.04,0.36,89,55,8.5,2530,Valve Software,M,null
Green Day: Rock Band,Wii,2010,Misc,MTV Games,0.22,0.11,0,0.03,0.36,76,12,8.8,11,Harmonix Music Systems,T,null
999: Nine Hours  Nine Persons  Nine Doors,DS,2009,Adventure,ChunSoft,0.31,0,0.03,0.02,0.36,,,,,,,null
Super Fire ProWrestling Special,SNES,1994,Fighting,Human Entertainment,0,0,0.36,0,0.36,,,,,,,null
Star Fox: Zero,WiiU,2016,Shooter,Nintendo,0.17,0.1,0.07,0.03,0.36,69,82,7.4,662,PlatinumGames,E10+,null
SAW,PS3,2009,Action,Konami Digital Entertainment,0.13,0.17,0,0.06,0.36,59,41,6.4,28,Zombie Studios,M,null
Yuu Yuu Hakusho,SNES,1993,Fighting,Namco Bandai Games,0,0,0.36,0,0.36,,,,,,,null
Tom Clancy's HAWX 2,X360,2010,Action,Ubisoft,0.24,0.09,0.01,0.03,0.36,68,57,6.3,29,Ubisoft,T,null
Kamaitachi no Yoru 2,PS2,2002,Adventure,ChunSoft,0,0,0.36,0,0.36,,,,,,,null
High Heat Major League Baseball 2004,PS2,2003,Sports,3DO,0.18,0.14,0,0.05,0.36,83,17,8.1,12,3DO,E,null
Robots,PS2,2005,Action,Vivendi Games,0.18,0.14,0,0.05,0.36,53,6,6,8,Eurocom Entertainment Software,E,null
NARC,PS2,2005,Shooter,Midway Games,0.18,0.14,0,0.05,0.36,50,24,7,21,Point of View,M,null
One Piece: Gigant Battle!,DS,2010,Fighting,Namco Bandai Games,0,0,0.36,0,0.36,,,,,,,null
Dragon Ball Z: Attack of the Saiyans,DS,2009,Role Playing,Namco Bandai Games,0.12,0.02,0.21,0.01,0.36,73,21,7.9,24,Monolith Soft,E10+,null
My Horse & Me,DS,2007,Sports,Atari,0.33,0,0,0.03,0.36,,,,,,,null
Bionic Commando,PS3,2009,Platform,Capcom,0.12,0.17,0.01,0.06,0.36,71,48,7.4,62,GRIN,M,null
Monster Rancher 3,PS2,2001,Simulation,Tecmo Koei,0.11,0.09,0.14,0.03,0.36,77,13,8.5,23,Tecmo,E,null
The Incredibles: Rise of the Underminer,PS2,2005,Action,THQ,0.18,0.14,0,0.05,0.36,60,12,7.1,8,Heavy Iron Studios,E10+,null
Sword Art Online: Lost Song,PSV,2015,Role Playing,Namco Bandai Games,0.06,0.04,0.23,0.03,0.36,70,4,7.1,27,Bandai Namco Games  Artdink,T,null
MechWarrior 2: 31st Century Combat,PS,1997,Simulation,Activision,0.2,0.14,0,0.02,0.36,,,,,,,null
Zoo Tycoon (2013),XOne,2013,Simulation,Microsoft Game Studios,0.18,0.15,0,0.03,0.36,,,,,,,null
Hamtaro: Ham Ham Heartbreak,GBA,2002,Action,Nintendo,0.26,0.1,0,0.01,0.36,72,7,9.3,18,Pax Softonica,E,null
Okage: Shadow King,PS2,2001,Role Playing,Sony Computer Entertainment,0.14,0.11,0.08,0.04,0.36,70,23,8.5,14,Zener Works,T,null
Mobile Suit Z Gundam,PS,1997,Action,Namco Bandai Games,0,0,0.34,0.02,0.36,,,,,,,null
Cubix Robots for Everyone: Clash 'n' Bash,GBA,1990,Action,Unknown,0.26,0.1,0,0.01,0.36,,,,,,,null
BlazBlue: Calamity Trigger,X360,2009,Fighting,PQube,0.21,0.08,0.04,0.03,0.36,86,51,8.5,70,Arc System Works,T,null
Kirby's Dream Land 3,SNES,1997,Platform,Nintendo,0,0,0.36,0,0.36,,,,,,,null
Big Bass World Championship,PS,1997,Sports,Starfish,0.2,0.14,0,0.02,0.36,,,,,,,null
NFL GameDay 2001,PS2,2000,Sports,Sony Computer Entertainment,0.18,0.14,0,0.05,0.36,51,16,0,,SCEA,E,null
NBA 2K6,XB,2005,Action,Take Two Interactive,0.27,0.08,0,0.01,0.36,84,27,8.7,15,Visual Concepts,E,null
Saban's Power Rangers: Lightspeed Rescue,N64,2000,Action,THQ,0.29,0.06,0,0,0.36,,,,,,,null
Tetrisphere,N64,1997,Puzzle,Nintendo,0.29,0.06,0,0,0.36,,,,,,,null
Jurassic Park,NES,1993,Action,Ocean,0.25,0.1,0,0.01,0.36,,,,,,,null
Mystical Ninja starring Goemon,N64,1997,Action,Konami Digital Entertainment,0.07,0.02,0.23,0.04,0.36,,,,,,,null
Marvel Super Hero Squad,Wii,2009,Fighting,THQ,0.3,0.03,0,0.03,0.36,49,16,6.2,14,Blue Tongue Entertainment,E10+,null
The Chronicles of Narnia: Prince Caspian,Wii,2008,Action,Disney Interactive Studios,0.31,0.02,0,0.03,0.36,63,5,7.1,12,Traveller's Tales,T,null
World's Scariest Police Chases,PS,2001,Racing,Activision,0.2,0.14,0,0.02,0.36,54,16,6.3,4,UDS,T,null
Shaun Palmer's Pro Snowboarder,GBA,2001,Sports,Activision,0.26,0.1,0,0.01,0.36,58,7,0,,Natsume,E,null
North American Hunting Extravaganza,Wii,2008,Sports,Zushi Games,0.33,0,0,0.03,0.36,,,0,,Arcade Moon,T,null
ZhuZhu Pets: Featuring The Wild Bunch,Wii,2010,Simulation,Activision,0.3,0.03,0,0.03,0.36,,,0,,Activision,E,null
MechAssault 2: Lone Wolf,XB,2004,Simulation,Microsoft Game Studios,0.27,0.08,0,0.01,0.36,81,66,7.5,23,Day 1 Studios,T,null
Valkyrie Profile: Lenneth,PSP,2006,Role Playing,Square Enix,0.17,0.01,0.16,0.02,0.36,80,39,8.4,57,TOSE,T,null
Hamster Club 3,GBA,2002,Simulation,Jorudan,0,0,0.35,0.01,0.36,,,,,,,null
Breath of Fire II,SNES,1994,Role Playing,Laguna,0,0,0.36,0,0.36,,,,,,,null
LEGO Racers,PS,1999,Racing,LEGO Media,0.2,0.14,0,0.02,0.36,,,,,,,null
Just Dance 2016,PS4,2015,Misc,Ubisoft,0.17,0.13,0,0.06,0.36,73,10,6.8,20,Ubisoft,E10+,null
ESPN NFL Football,XB,2003,Sports,Sega,0.27,0.08,0,0.01,0.36,91,25,8.9,45,Visual Concepts,E,null
Naruto: Ultimate Ninja 3 (JP sales),PS2,2005,Fighting,Atari,0,0,0.36,0,0.36,,,,,,,null
Rapala Pro Fishing,PS2,2004,Sports,Zoo Digital Publishing,0.18,0.14,0,0.05,0.36,59,6,8.7,32,Activision,E,null
ATV/Monster Truck Mayhem,DS,2007,Racing,Destination Software  Inc,0.33,0,0,0.02,0.36,,,,,,,null
J League Pro Soccer Club o Tsukurou '04,PS2,2004,Sports,Sega,0,0,0.36,0,0.36,,,,,,,null
Spider Man: Shattered Dimensions,X360,2010,Action,Activision,0.24,0.08,0,0.03,0.36,76,68,7.6,96,Beenox,T,null
Dai 2 Ji Super Robot Taisen Z Saisei hen,PSP,2012,Strategy,Namco Bandai Games,0,0,0.36,0,0.36,,,,,,,null
TMNT,Wii,2007,Action,Ubisoft,0.3,0.03,0,0.03,0.36,60,17,5.9,11,Ubisoft Montreal,E10+,null
Fossil Fighters: Frontier,3DS,2014,Role Playing,Nintendo,0.08,0.04,0.23,0.01,0.36,57,25,4.8,19,RED Entertainment  Spike Chunsoft,E10+,null
Disney's The Haunted Mansion,PS2,2003,Platform,Take Two Interactive,0.18,0.14,0,0.05,0.36,,,,,,,null
Arc the Lad: Twilight of the Spirits,PS2,2003,Role Playing,Sony Computer Entertainment,0.18,0.14,0,0.05,0.36,72,39,8.2,33,Cattle Call,T,null
Dance Dance Revolution 3rdMix,PS,2000,Simulation,Konami Digital Entertainment,0,0,0.33,0.02,0.36,,,,,,,null
Ryu Ga Gotoku Kenzan!,PS3,2008,Adventure,Sega,0,0,0.36,0,0.36,,,,,,,null
Super Robot Taisen A,GBA,2001,Strategy,Banpresto,0,0,0.35,0.01,0.36,,,,,,,null
Watch Dogs 2,XOne,2016,Action,Ubisoft,0.17,0.16,0,0.03,0.36,83,9,7.7,131,Ubisoft Montreal,M,null
Tiger Woods PGA Tour 09,PSP,2008,Sports,Electronic Arts,0.07,0.18,0,0.1,0.36,53,4,5.5,6,Exient Entertainment,E,null
Boxer's Road,PS,1995,Fighting,New,0,0,0.33,0.02,0.36,,,,,,,null
Frogs And Flies,2600,1981,Action,Mattel Interactive,0.33,0.02,0,0,0.36,,,,,,,null
Harry Potter and the Chamber of Secrets,XB,2002,Action,Electronic Arts,0.27,0.08,0,0.01,0.36,77,13,7.2,12,Eurocom Entertainment Software,E,null
Toriko: Gourmet Survival!,PSP,2011,Role Playing,Namco Bandai Games,0,0,0.36,0,0.36,,,,,,,null
South Park Rally,PS,1998,Racing,Acclaim Entertainment,0.2,0.13,0,0.02,0.36,,,,,,,null
Ganbare Goemon 3: Shishi Jyuurokubei no Karakuri Manji Katame,SNES,1994,Platform,Konami Digital Entertainment,0,0,0.36,0,0.36,,,,,,,null
Arctic Thunder,PS2,2001,Racing,Midway Games,0.17,0.14,0,0.05,0.36,45,23,5.3,10,Inland Productions,T,null
NHL 2K10,PS2,2009,Sports,Take Two Interactive,0.17,0.14,0,0.05,0.36,,,8.5,4,Take Two Interactive,E10+,null
J League Pro Soccer Club o Tsukurou!,DC,1999,Sports,Sega,0,0,0.36,0,0.36,,,,,,,null
ESPN: Sports Connection,WiiU,2012,Sports,Ubisoft,0.2,0.12,0,0.03,0.36,31,13,2.7,18,Ubisoft,E,null
Digging for Dinosaurs,DS,2010,Action,Scholastic Inc.,0.33,0,0,0.02,0.36,,,0,,CokeM Interactive,E,null
Formula 1 Championship Edition,PS,1997,Racing,Psygnosis,0.06,0.04,0.23,0.02,0.36,,,,,,,null
Shrek,XB,2001,Platform,TDK Mediactive,0.25,0.1,0,0.01,0.36,49,19,5.4,9,Digital Illusions,T,null
Dragon's Crown,PSV,2013,Role Playing,Nippon Ichi Software,0.14,0.05,0.12,0.05,0.35,78,15,8.4,198,Vanillaware,T,null
Thief (2014),PS3,2014,Action,Square Enix,0.1,0.17,0.02,0.05,0.35,,,,,,,null
Blasto,PS,1998,Action,Sony Computer Entertainment,0.2,0.13,0,0.02,0.35,,,,,,,null
Wipeout 2048,PSV,2012,Racing,Sony Computer Entertainment,0.13,0.17,0,0.05,0.35,79,63,8.2,191,Studio Liverpool,E10+,null
Wonder Pets! Save the Animals!,DS,2008,Adventure,Take Two Interactive,0.33,0,0,0.02,0.35,,,,,,,null
Backyard Baseball 2006,GBA,2005,Sports,Atari,0.25,0.09,0,0.01,0.35,,,,,,,null
Cabela's Outdoor Adventures (2006),PS2,2005,Sports,Zoo Digital Publishing,0.17,0.14,0,0.05,0.35,,,8.9,17,Sand Grain Studios,T,null
Trauma Center: Under the Knife,DS,2005,Simulation,Nintendo,0.3,0.01,0.02,0.03,0.35,81,45,8.7,45,ITL,T,null
Press Your Luck 2010 Edition,Wii,2009,Misc,Ubisoft,0.33,0,0,0.03,0.35,,,0,,Ludia Inc.,E,null
Nicktoons: Unite!,GC,2005,Adventure,THQ,0.27,0.07,0,0.01,0.35,,,,,,,null
Farming Simulator 2015,PS4,2015,Simulation,Koch Media,0.1,0.2,0,0.06,0.35,,,,,,,null
Earth Defense Force 2025,PS3,2013,Shooter,D3Publisher,0.04,0.02,0.27,0.01,0.35,69,28,7.5,52,Sandlot,M,null
Middle Earth: Shadow of Mordor,PC,2014,Action,Warner Bros. Interactive Entertainment,0.12,0.2,0,0.03,0.35,84,17,8,1671,Monolith Productions,M,null
Suikoden V,PS2,2006,Role Playing,Konami Digital Entertainment,0.08,0.06,0.19,0.02,0.35,76,43,7.6,109,Konami,T,null
Picross 2,GB,1996,Puzzle,Nintendo,0,0,0.35,0,0.35,,,,,,,null
SOCOM: Tactical Strike,PSP,2007,Shooter,Sony Computer Entertainment,0.32,0.01,0,0.03,0.35,,,,,,,null
Farming Simulator 2015,X360,2015,Simulation,Koch Media,0.22,0.11,0,0.03,0.35,,,,,,,null
Tiger Woods PGA Tour 14,X360,2013,Sports,Electronic Arts,0.21,0.12,0,0.03,0.35,77,28,6.2,26,EA Tiburon,E,null
Sentouchu: Densetsu no Shinobi to Survival Battle!,3DS,2013,Action,Namco Bandai Games,0,0,0.35,0,0.35,,,,,,,null
U Sing,Wii,2009,Misc,Mindscape,0,0.32,0,0.03,0.35,,,,,,,null
Outlaw Golf 2,PS2,2004,Sports,Global Star,0.17,0.14,0,0.05,0.35,63,20,0,,Hypnotix,M,null
Momotarou Dentetsu 12,PS2,2003,Misc,Hudson Soft,0,0,0.35,0,0.35,,,,,,,null
LocoRoco 2,PSP,2008,Platform,Sony Computer Entertainment,0.21,0.09,0.01,0.04,0.35,85,55,8.4,44,SCE Japan Studio,E,null
Football Manager Handheld 2010,PSP,2009,Sports,Sega,0,0.26,0,0.09,0.35,69,10,6.9,7,Sports Interactive,E,null
Disney's Tarzan: Return to the Jungle,GBA,2002,Action,Activision,0.25,0.09,0,0.01,0.35,68,8,0,,Digital Eclipse,E,null
Batman: Rise of Sin Tzu,PS2,2003,Action,Ubisoft,0.17,0.13,0,0.05,0.35,63,21,8.3,14,Ubisoft Montreal,T,null
Cabela's Dangerous Hunts,XB,2003,Sports,Zoo Digital Publishing,0.26,0.08,0,0.01,0.35,,,9.1,22,FUN Labs,T,null
AMF Bowling World Lanes,Wii,2008,Sports,Bethesda Softworks,0.33,0,0,0.03,0.35,,,1.1,10,Vir2L Studios,E,null
Kinectimals: Now with Bears!,X360,2011,Misc,Microsoft Game Studios,0.27,0.06,0,0.03,0.35,,,,,,,null
G Force,PSP,2009,Action,Electronic Arts,0.24,0.06,0,0.05,0.35,,,8.8,4,Keen Games,E10+,null
Worms: Open Warfare 2,DS,2007,Strategy,THQ,0.07,0.24,0,0.04,0.35,81,25,9.1,22,Team 17  Two Tribes,E10+,null
Jikkyou Powerful Pro Yakyuu 13,PS2,2006,Sports,Konami Digital Entertainment,0,0,0.35,0,0.35,,,,,,,null
Dark Void,PS3,2010,Action,Capcom,0.18,0.12,0,0.05,0.35,59,50,6,36,Airtight Games,T,null
Guitar Hero: Smash Hits,PS3,2009,Misc,Activision,0.2,0.11,0,0.05,0.35,73,34,7.2,9,Beenox,T,null
Mega Man X3,SNES,1995,Action,Laguna,0.04,0.01,0.3,0,0.35,,,,,,,null
Stunt Race FX,SNES,1993,Racing,Nintendo,0,0,0.35,0,0.35,,,,,,,null
NHL 2K10,Wii,2009,Sports,Take Two Interactive,0.32,0.01,0,0.03,0.35,79,8,6.8,16,Take Two Interactive,E10+,null
Bloody Roar 3,PS2,2001,Fighting,Virgin Interactive,0.15,0.11,0.05,0.04,0.35,71,20,8.6,34,Eighting/Raizing,T,null
WWE Crush Hour,PS2,2003,Racing,THQ,0.17,0.13,0,0.04,0.35,56,13,5.3,8,Pacific Coast Power & Light,T,null
Persona 2: Eternal Punishment,PS,2000,Role Playing,Atlus,0.03,0.02,0.28,0.02,0.35,83,11,8.4,25,Atlus Co.,T,null
Homefront: The Revolution,PS4,2016,Shooter,Deep Silver,0.06,0.21,0.03,0.05,0.35,48,43,3.8,212,Deep Silver Dambuster Studios,M,null
Assassin's Creed III,WiiU,2012,Action,Ubisoft,0.19,0.13,0,0.03,0.35,85,26,7.1,216,Ubisoft Quebec,M,null
One Piece: Burning Blood,PS4,2016,Fighting,Namco Bandai Games,0.11,0.13,0.07,0.05,0.35,66,45,7.8,49,Spike Chunsoft,T,null
Star Wars: Flight of the Falcon,GBA,2003,Action,THQ,0.25,0.09,0,0.01,0.35,39,13,5.8,11,Pocket Studios,E,null
One Piece: Gigant Battle 2 Shin Sekai,DS,2011,Fighting,Namco Bandai Games,0,0,0.35,0,0.35,,,,,,,null
Teenage Mutant Ninja Turtles: Smash Up,Wii,2009,Fighting,Ubisoft,0.33,0,0,0.03,0.35,67,34,8.2,21,Game Arts,E10+,null
Toukiden: The Age of Demons,PSV,2013,Action,Tecmo Koei,0.04,0.04,0.25,0.02,0.35,71,44,8,136,Omega Force,T,null
Metro: Last Light,X360,2013,Action,Deep Silver,0.17,0.15,0,0.03,0.35,80,20,8.4,440,4A Games,,null
Jikkyou Powerful Pro Yakyuu 2000,N64,2000,Sports,Konami Digital Entertainment,0,0,0.29,0.06,0.35,,,,,,,null
Dragon Ball Z: Budokai Tenkaichi 2 (JP sales),Wii,1990,Action,???,0.15,0.05,0.14,0.01,0.35,,,,,,,null
Football Manager 2016,PC,2015,Simulation,Sega,0,0.33,0,0.02,0.35,81,34,6.9,97,Sega,E,null
Resident Evil: Dead Aim,PS2,2003,Action,Capcom,0.17,0.13,0,0.04,0.35,65,28,6.6,48,Cavia Inc.,M,null
Command & Conquer: Red Alert 3 Ultimate Edition,PS3,2009,Strategy,Electronic Arts,0.14,0.15,0,0.06,0.35,,,,,,,null
Need for Speed Carbon,GC,2006,Racing,Electronic Arts,0.27,0.07,0,0.01,0.35,75,12,7.8,14,EA Canada,E10+,null
The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,GBA,2003,Action,THQ,0.25,0.09,0,0.01,0.35,,,0,,Helixe,E,null
FIFA Soccer 13,PSP,2012,Action,Electronic Arts,0.05,0.18,0.02,0.09,0.35,,,3.2,19,Electronic Arts,E,null
The Fairly Odd Parents: Shadow Showdown,PS2,2004,Platform,THQ,0.17,0.13,0,0.04,0.35,,,,,,,null
EA Sports MMA,X360,2010,Fighting,Electronic Arts,0.23,0.09,0,0.02,0.35,79,63,7,55,EA Tiburon,T,null
Saban's Power Rangers: Lightspeed Rescue,PS,2000,Action,THQ,0.19,0.13,0,0.02,0.35,,,,,,,null
Xbox Music Mixer,XB,2003,Misc,Microsoft Game Studios,0.26,0.08,0,0.01,0.35,49,12,0,,WildTangent,E,null
Defiance,PS3,2013,Shooter,Trion Worlds,0.19,0.1,0,0.06,0.35,59,21,6.9,145,Trion Worlds,M,null
Terminator Salvation,X360,2009,Shooter,Warner Bros. Interactive Entertainment,0.13,0.18,0,0.04,0.35,48,50,5,53,GRIN,T,null
CSI: Deadly Intent   The Hidden Cases,DS,2009,Adventure,Ubisoft,0.16,0.15,0,0.04,0.35,,,,,,,null
College Hoops 2K8,PS2,2007,Sports,Take Two Interactive,0.17,0.13,0,0.04,0.35,66,4,0,,Visual Concepts,E,null
Destiny: The Taken King,X360,2015,Shooter,Activision,0.24,0.08,0,0.03,0.35,,,4.4,59,Bungie Software  Bungie,T,null
Pac Man All Stars,PS3,2011,Fighting,Namco Bandai Games,0.2,0.07,0.04,0.04,0.35,,,,,,,null
Guitar Hero: Metallica,PS2,2009,Misc,Activision,0.17,0.13,0,0.04,0.35,,,7.6,9,Neversoft Entertainment,T,null
Guilty Gear X2,PS2,2002,Fighting,Sammy Corporation,0.09,0.07,0.16,0.02,0.35,87,31,8.7,34,Arc System Works,T,null
Chicken Shoot,Wii,2007,Action,Zoo Digital Publishing,0.32,0,0,0.02,0.35,27,9,4.8,26,Destination Software,E10+,null
Tom Clancy's Rainbow Six: Lockdown,PS2,2005,Shooter,Ubisoft,0.17,0.13,0,0.04,0.35,70,15,6.9,9,Red Storm Entertainment  Ubisoft Montreal,M,null
From TV Animation One Piece: Tobidase Kaizokudan!,PS,2001,Role Playing,Namco Bandai Games,0,0,0.32,0.02,0.35,,,,,,,null
MotoGP 08,X360,2008,Racing,Capcom,0.11,0.2,0,0.04,0.35,68,20,5.6,12,Milestone S.r.l,E,null
LEGO Marvel's Avengers,XOne,2016,Action,Warner Bros. Interactive Entertainment,0.19,0.12,0,0.03,0.35,71,18,5.1,15,TT Games,E10+,null
The Tale of Despereaux,PS2,2008,Platform,Brash Entertainment,0.17,0.13,0,0.04,0.35,,,0,,Brash Entertainment,E10+,null
Aggressive Inline,PS2,2002,Sports,Acclaim Entertainment,0.17,0.13,0,0.04,0.35,85,31,8.7,14,Z Axis  Ltd.,T,null
Mirror's Edge Catalyst,PS4,2016,Platform,Electronic Arts,0.11,0.16,0.02,0.05,0.35,69,50,4.7,578,EA DICE,T,null
Sniper Elite 3,XOne,2014,Shooter,505 Games,0.2,0.11,0,0.03,0.35,63,12,6.6,68,Rebellion,M,null
Hello Kitty Daily,DS,2008,Misc,Nobilis,0.32,0,0,0.03,0.35,,,,,,,null
NFL Street,GC,2004,Sports,Electronic Arts,0.27,0.07,0,0.01,0.35,81,30,8,4,EA Tiburon,E,null
Karaoke Revolution,PS2,2003,Misc,Konami Digital Entertainment,0.17,0.13,0,0.04,0.35,83,29,9.1,17,Harmonix Music Systems,E,null
Metal Arms: Glitch in the System,PS2,2003,Shooter,Vivendi Games,0.17,0.13,0,0.04,0.35,81,28,8.9,17,Mass Media,T,null
Tropico 4,X360,1990,Strategy,Kalypso Media,0.2,0.12,0,0.03,0.35,77,18,7.5,37,Haemimont,T,null
Jikkyou Powerful Pro Yakyuu 7,PS2,2000,Sports,Konami Digital Entertainment,0,0,0.35,0,0.35,,,,,,,null
Rally Cross 2,PS,1998,Racing,989 Studios,0.19,0.13,0,0.02,0.35,,,,,,,null
EverGrace,PS2,2000,Role Playing,Ubisoft,0.1,0.08,0.15,0.03,0.35,59,12,7.8,4,From Software,T,null
Enemy Territory: Quake Wars,PS3,2008,Shooter,Activision,0.23,0.07,0,0.04,0.35,60,30,6.4,14,Z Axis  Ltd.,T,null
Lunar 2: Eternal Blue Complete,PS,1999,Role Playing,Kadokawa Shoten,0.19,0.13,0,0.02,0.35,86,12,8.9,37,Game Arts,T,null
Street Fighter Alpha: Warriors' Dreams,SAT,1996,Fighting,Capcom,0,0,0.35,0,0.35,,,,,,,null
Rugrats: Royal Ransom,PS2,2002,Platform,THQ,0.17,0.13,0,0.04,0.35,,,0,,Avalanche Software,E,null
MLB 06: The Show,PSP,2006,Sports,Sony Computer Entertainment,0.32,0,0,0.03,0.35,83,30,8.5,32,SCEA San Diego Studios,E,null
Over the Hedge,GC,2006,Platform,Activision,0.27,0.07,0,0.01,0.35,61,21,9.3,6,Edge of Reality,E10+,null
Tomb Raider (2013),PC,1990,Action,Square Enix,0.06,0.25,0,0.04,0.35,86,18,8.5,3552,Crystal Dynamics  Nixxes Software,M,null
Charlie and the Chocolate Factory,PS2,2005,Adventure,Global Star,0.17,0.13,0,0.04,0.35,35,21,4.1,28,High Voltage Software  Backbone Entertainment,E,null
